file_path,feature_id,feature_name,rfc
"apps/admin/src/app/api/system-health/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenant-config/[tenantId]/overrides/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenant-config/[tenantId]/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenant-config/plans/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenant-config/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenant-models/[id]/connections/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenant-models/[id]/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenant-models/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenants/[tenantId]/members/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenants/[tenantId]/projects/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenants/[tenantId]/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenants/[tenantId]/usage/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/tenants/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/api/usage/route.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/globals.css","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/app/layout.tsx","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/components/ui/badge.tsx","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/components/ui/empty-state.tsx","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/components/ui/skeleton.tsx","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/hooks/use-fetch.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/hooks/use-swr-fetch.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/lib/audit-logger.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/lib/auth-context.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/lib/role-guard.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/lib/runtime-proxy.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/lib/swr-config.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/lib/vault-client.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/proxy.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/src/types/api.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/tailwind.config.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/tsconfig.json","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/admin/vitest.config.ts","F019","Admin and Governance Surfaces","docs/specs/rfcs/RFC-019-admin-governance-surfaces.md"
"apps/crawler-go-worker/.dockerignore","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/.env.example","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/.gitattributes","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/.gitignore","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/BUILDING.md","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/Dockerfile","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/Makefile","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/OPTION_A_COMPLETE.md","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/README.md","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/RECURSIVE-CRAWLING.md","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/TEST_RESULTS.md","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/build.sh","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/cmd/worker/main.go","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/go.mod","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/go.sum","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/internal/config/config.go","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/internal/crawler/colly.go","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/internal/processor/processor.go","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/internal/queue/consumer.go","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/package-lock.json","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/package.json","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/pkg/types/job.go","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/run.sh","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/scripts/build.sh","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/scripts/docker-build.sh","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/scripts/docker-run.sh","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/scripts/run.sh","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/scripts/test.sh","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/test-bullmq.js","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/test-failure.js","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/test-job.js","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-go-worker/test-package.json","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/.dockerignore","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/.env.example","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/Dockerfile","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/README.md","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/TEST_RESULTS.md","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/package.json","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/browser/pool.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/index.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/server.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/content.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/extract.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/index.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/interact.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/javascript.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/navigate.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/screenshot.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/tools/state.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/src/types/index.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/test-manual.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/tsconfig.json","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/crawler-mcp-server/vitest.config.ts","F024","Crawler Intelligence and Browser Automation","docs/specs/rfcs/RFC-024-crawler-intelligence-browser-automation.md"
"apps/multimodal-service/.gitignore","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/Dockerfile","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/package.json","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/__tests__/attachment-rate-limit.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/__tests__/attachment-routes.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/__tests__/multimodal-service.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/config.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/db/index.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/index.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/__tests__/cleanup-job.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/__tests__/expiry-sweep-job.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/__tests__/index-job.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/__tests__/process-job.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/__tests__/scan-job.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/__tests__/validate-job.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/cleanup-job.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/expiry-sweep-job.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/index-job.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/process-job.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/queues.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/scan-job.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/jobs/validate-job.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/processing/__tests__/document-parser-tika.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/processing/__tests__/image-processor.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/processing/__tests__/transcriber-whisper.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/processing/__tests__/video-processor-ffmpeg.test.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/processing/document-parser-tika.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
"apps/multimodal-service/src/processing/image-processor.ts","F007","Search AI Ingestion and KB Build","docs/specs/rfcs/RFC-007-search-ai-ingestion-kb-build.md"
